name,distance,time,elevation_gain,moving_time,average_heartrate,max_heartrate
Night Run,0.7836731052,2020-12-12T07:52:00Z,3,307,126.3,137
Evening Run,5.942170873,2020-12-11T00:05:54Z,48,2727,145.3,165
Wasn't snowing during the run,5.2340564814,2020-12-09T23:23:24Z,11,2122,155.9,172
It's festive out 🎄,6.9783070155,2020-12-08T23:34:16Z,70,3156,153.7,172
Garmin GPS wouldn't work for a mile,3.2409468618000004,2020-12-08T00:23:35Z,30,1536,147,159
Another week of Monster Miles 👹,11.341263492,2020-12-06T20:06:33Z,116,4845,158.7,185
It actually wasn't that cold,7.1254476683,2020-12-05T21:28:20Z,68,3121,155,181
Cultivating mass,0,2020-12-05T00:28:16Z,0,2359,101.5,129
Back on track 🛤️,7.013787299600001,2020-12-04T21:50:21Z,17,2967,162.7,187
Peace out tukee ☮️,6.636055868700001,2020-12-03T15:09:03Z,43,2918,150.7,163
Crusty swim technique,0.5681816424,2020-12-02T00:47:06Z,0,738,,
Run to the pool,6.3082826662,2020-12-01T23:48:13Z,12,2815,147.5,165
Got some kicking and drilling in before the set,0.3977395771,2020-12-01T01:11:01Z,0,482,,
I used to have trouble running this loop,1.555912984,2020-11-30T23:54:58Z,17,732,149.3,168
Trying out my new Salomon Shoes,3.0097968498000003,2020-11-29T23:22:18Z,33,1454,152.9,164
Desert trails,7.8988060149,2020-11-29T16:02:34Z,397,6121,142.9,179
Budget baller miles,5.6007896456,2020-11-28T22:44:41Z,35,2401,149.5,165
Dirt road speed work,3.2465392008,2020-11-28T00:29:01Z,10,1343,148.5,161
Tukee roads and tukee trails 🛣️⛰️,8.6024465353,2020-11-26T17:45:02Z,97,4370,157,177
Tempo run thru the suburban maze,6.109443946200001,2020-11-25T23:47:46Z,28,2482,146.5,171
Out in the desert,3.1079113307,2020-11-25T00:19:29Z,36,1621,152.5,170
Dirt track workout,4.0059166999,2020-11-24T01:20:58Z,11,1674,165,184
Trail run hiking and climbing,6.3266752478,2020-11-22T17:16:58Z,179,6295,147.5,173
Afternoon Run,5.0206155429,2020-11-21T23:58:01Z,41.4,2094,163.9,175
First swim on garmin/strava,0.6676010024000001,2020-11-21T18:13:20Z,0,812,,
Running to the pool,1.9061798167,2020-11-21T17:40:47Z,0,769,163,181
Its nice out 🏜️,3.3870311839,2020-11-21T00:18:16Z,22,1412,165.2,185
Last cold weather run for a while,5.7737171949,2020-11-20T00:36:30Z,17,2715,152.1,181
Chilllly 🥶,5.224922327700001,2020-11-19T01:30:28Z,47,2508,149.4,172
Watch messed up,4.3407113947,2020-11-18T00:29:42Z,42.2,1954,147.5,169
Stopped at taco bell right before 10 miles,9.8433865594,2020-11-15T20:24:55Z,124,4491,154.5,168
Track workout. 1 mile + 2 mile + 1 mile,8.1715878839,2020-11-14T20:13:36Z,16,3444,151.6,179
A beefy 165 now,0,2020-11-13T23:59:11Z,0,1497,81.8,104
Pre lift run,4.0213267006999995,2020-11-13T22:32:00Z,29,1983,150,168
Drafted off Brian's 250 pound frame for that first loop,4.1562884819,2020-11-12T23:38:44Z,27,1708,152,166
Afternoon Run,3.0864740312,2020-11-12T22:58:13Z,36,1426,166.1,193
Need waterproof shoes,5.4117685874,2020-11-12T00:40:20Z,22,2569,159.7,178
Woah my gps got messed up. Bummer 🤦,5.3627424155000005,2020-11-11T00:18:27Z,53.7,2267,167.9,193
Evening Activity,0,2020-11-09T23:35:52Z,0,1912,91,134
Sore legs 🦵,7.1414169030000005,2020-11-08T20:45:36Z,58.4,3308,157.5,173
5k fast. Ill try to break 19 next time,3.1110803228000004,2020-11-07T23:47:53Z,27.9,1166,166,184
Evening Activity,0,2020-11-07T00:39:34Z,0,1560,105.3,134
🦧,3.4500382033,2020-11-06T23:21:14Z,31.9,1653,152,174
Quick loop: 1000 MILES!!!!!!!,2.0916590602,2020-11-05T23:40:42Z,15.3,797,167.1,180
Quick pullup sesh with Brian,0.34871340520000005,2020-11-05T23:32:08Z,9.3,148,155.8,176
Warmup,2.7206729235,2020-11-05T23:06:46Z,39,1261,151.9,174
Afternoon Run,5.605884887799999,2020-11-04T22:26:33Z,3.3,2453,164.8,183
Getting some endorphins before the election,6.492457030600001,2020-11-03T20:04:20Z,69.2,2853,168,195
Chest day,0,2020-11-03T00:12:33Z,0,2143,97,122
Running on a Halloween Hangover,6.0531477336,2020-11-02T00:19:10Z,15.5,2643,161.5,184
Cp run 🍂🍁,7.1599958959,2020-10-31T20:13:13Z,89.5,2902,168,204
Back bi bro-split workout,0,2020-10-30T23:10:34Z,0,1937,108.3,135
Afternoon Run,3.5385835708,2020-10-30T21:56:58Z,24.8,1673,154,179
Cold windy and rainy run🌧️🥶,6.0151198284,2020-10-29T23:12:53Z,2.3,2731,165.4,194
Dark and lonely at the track 🌌,5.822929778100001,2020-10-28T23:35:42Z,3.8,2644,158.7,185
Feel like my sweaty wrists messup the garmin heart rate,5.0136561877,2020-10-27T23:56:08Z,39.4,2368,163.1,189
Trying to get them GAINS back,0,2020-10-26T23:28:21Z,0,2197,110.4,141
Jogging to workout,2.6419452178,2020-10-26T22:41:36Z,36.7,1401,151,179
Tired today,6.2033331042999995,2020-10-25T19:23:50Z,83.2,2680,164.9,187
Night Jogging,5.0647328839,2020-10-24T23:31:41Z,40.8,2395,160.5,189
Regressive run,4.4301888187,2020-10-22T22:32:51Z,0,1941,163.4,185
Warmup run,2.297829958,2020-10-22T21:53:49Z,30.9,1024,,
Trying out the NB Fresh Foam Tempo. 60 bucks on Amazon. Not bad!,6.496620216299999,2020-10-21T22:02:28Z,68.7,2941,164.4,184
Chill n easy run,5.2837661614,2020-10-20T22:51:56Z,41.1,2538,157.7,176
Speed work to burn excess weekend calories,5.092570304700001,2020-10-19T23:22:31Z,4.8,2042,170.2,184
These Razor 3s gave out,6.112861486700001,2020-10-17T14:58:00Z,63.2,2781,172.6,195
Rainy run,2.1069447868,2020-10-16T15:53:10Z,19,1025,158.2,171
Warmdown,1.5316173779000002,2020-10-15T22:55:20Z,0,847,156.4,174
Tempo Thursday,3.1525879056000004,2020-10-15T22:33:13Z,0,1247,173,182
Got the fast shoes on but don't feel too fast,2.4580815389,2020-10-15T22:01:46Z,26.5,1053,,
Evening Run w sis,5.0418664311,2020-10-13T22:55:44Z,8.8,2417,150.9,170
Jogging to trader joe's with lil sis,1.4228153158,2020-10-12T23:16:43Z,12.8,881,135,148
Long run breaking in the Endorphin Speeds,14.0911408525,2020-10-11T17:14:14Z,130.2,5985,163.8,190
Brutal hangover 😣,4.3246178858,2020-10-10T20:03:31Z,43.2,1858,170.1,188
Evening Run,3.1912993188999996,2020-10-08T22:30:35Z,0,1274,170.2,186
Getting hard to run in Midtown. Too many ppl,2.4946181537,2020-10-08T21:55:27Z,32.7,1202,158.4,181
Got lost in central park,4.0311443625,2020-10-07T23:34:20Z,31.3,2072,151.1,169
Too much foot traffic on the East River,5.2957586217,2020-10-06T22:20:56Z,2.2,2121,171.2,183
GPS issues tonight. Took forever to find signal,3.0384420529,2020-10-05T23:46:15Z,33.6,1540,148.7,162
The iconic horse poo smell is back in Central Park 🐴,12.1404708722,2020-10-04T17:03:10Z,103.1,5437,160.8,182
Wish I didn't chug a Monster Energy before this,5.5523227076,2020-10-03T17:29:53Z,7.8,2411,165.1,181
Some easy miles,4.7477715368,2020-10-02T22:44:42Z,2.8,2261,152.1,166
Warm down and chatting about cordecyps,1.5114849575,2020-10-01T22:57:50Z,0,798,160.7,178
Good effort 5k,3.1267388720000002,2020-10-01T22:33:54Z,0,1184,166.4,184
Warm up,2.7414267149,2020-10-01T21:58:18Z,30.4,1380,151.2,165
Evening Run,5.733390217,2020-09-30T23:53:57Z,9,2535,157.4,183
Forgot to turn on watch for warm up,4.0069730306,2020-09-29T23:39:45Z,33.4,1683,172.4,187
Too Tired 😑,4.0348725885,2020-09-27T19:03:14Z,45.6,1903,153.4,168
Afternoon Run,4.3559349842,2020-09-26T21:02:11Z,2.2,2006,158.2,180
Recovery miles,5.0112949779,2020-09-26T00:22:58Z,14.6,2395,151.1,166
Jog and chat with ari and judy,2.8141271219,2020-09-25T01:50:49Z,5.3,1537,151.4,172
Warm down run with a lil speedup action,1.5590819760999999,2020-09-24T23:01:03Z,0,726,159.1,178
Max effort 5k for Run Club,3.1251854445,2020-09-24T22:37:55Z,0,1196,172.8,187
Running to run club,2.8568153096000004,2020-09-24T22:00:09Z,30.5,1362,156.8,182
Getting a run in before work at the office this morning,2.2882608446,2020-09-23T11:43:08Z,27.2,1146,149,161
Evening Run,6.0087197071,2020-09-22T23:22:49Z,7,2772,163.3,179
On my way to drop some buckets,2.767586434,2020-09-21T22:30:06Z,48.8,1319,151.1,169
Weekend long run. Half marathon feels hard af still,13.3223806513,2020-09-20T15:30:05Z,118.3,5752,163.5,176
Solid Central Park tempo run,7.1071793609,2020-09-18T22:05:56Z,88.7,2916,170.9,189
Warm down run,0.6585911229000001,2020-09-17T23:19:52Z,0,299,164.4,176
Progressive effort,2.8888159161000004,2020-09-17T22:56:16Z,42,1193,167.1,187
Warm down run,2.0115643383000004,2020-09-17T00:03:15Z,8.4,958,155.5,173
Chill run. Built up some speed on the track but nothing crazy,4.0118197244,2020-09-16T23:25:47Z,0,1813,158,174
Getting chillly,6.1799695547,2020-09-15T23:30:34Z,53.1,2604,169.6,190
Rough long run,8.9300954636,2020-09-13T20:11:29Z,18.6,3991,169.5,179
Evening Run,1.2606996219000002,2020-09-12T22:28:07Z,15.4,610,145.3,164
Lunch Run,1.6226482294,2020-09-12T16:49:38Z,14.2,819,155.7,173
Warm down,1.5681539926999999,2020-09-11T22:48:29Z,0,726,166,175
3 miles tempo,3.1624055674,2020-09-11T22:22:35Z,0,1219,172.7,191
Garmin took a while to find gps,2.6548075975,2020-09-11T21:34:52Z,22.9,1180,161.2,173
Warm down,2.6713360661000003,2020-09-10T23:26:25Z,0,1255,170.2,180
Nice flat progression run,3.5742502662,2020-09-10T22:56:09Z,0,1488,171.4,190
Tripped over a pothole 😞,5.1755233332,2020-09-08T23:25:13Z,3.3,2473,162.1,176
Post picnic jog,2.9695941461000004,2020-09-07T23:12:50Z,39.6,1501,158.6,176
Legs are soooo sore from basketball,5.6422350913,2020-09-07T18:50:06Z,56.1,2530,165.6,178
Jogging,3.5334883286000003,2020-09-04T22:17:58Z,22,1695,155.3,171
Jogging n. Chatting,2.3554931868,2020-09-03T23:28:34Z,0,1095,167.8,182
5:32 mile. Legs felt good. Shoes were very light. Not used to going 100% I burnt out,1.0321593680999999,2020-09-03T23:10:20Z,0,347,178.7,193
700 miles!!,2.4692662169,2020-09-03T22:43:49Z,0,1137,159.4,170
Sweaty jog back from the track,1.5566586292,2020-09-03T01:04:11Z,10.7,710,165.3,178
This humidity is no joke,4.4752382162,2020-09-03T00:18:00Z,9.5,2130,162.5,178
Evening Run,5.034347842,2020-09-02T00:14:17Z,34.7,2341,168.1,183
Weekend Long Run featuring steep hills,10.0840435477,2020-08-30T20:49:59Z,125.1,4373,164.4,181
A very hungover run but if Black Panther can film with colon cancer I can train today,3.6268182528,2020-08-29T20:59:57Z,10,1496,162.2,177
Run club run. Tired af. Feel like an arthritis patient 👴,3.100019919,2020-08-27T23:13:25Z,0,1381,182.8,192
Running to run club. It's hot 🙅‍♂️🤷‍♂️,2.855199745,2020-08-27T22:32:48Z,32.2,1398,167.7,185
Night Activity,0,2020-08-27T02:00:41Z,0,1830,106.7,159
New Garmin,4.040775613,2020-08-26T21:55:54Z,0,1638,160.8,181
Sore legs,6.7275216799,2020-08-25T23:50:23Z,65.2,2935,,
Trying out the new pair of sketchers,5.8530041345,2020-08-24T23:00:07Z,2.9,2552,,
Run Club run,4.8091008545000005,2020-08-20T23:19:39Z,0,1982,,
Evening Run,5.296069307200001,2020-08-19T23:57:24Z,38.3,2370,,
Evening Run,4.89640348,2020-08-18T23:04:22Z,3,2139,,
Evening Run,0.5668767633,2020-08-18T22:55:41Z,0,264,,
Run to get Covid Test,3.1030646368999997,2020-08-18T15:54:53Z,25.3,1571,,
Afternoon Run,3.4290980006000003,2020-08-17T21:49:46Z,2.2,1596,,
Feeling invincible in this cool weather,8.548822218,2020-08-17T00:04:27Z,71.3,3624,,
Easy run,2.8972665617,2020-08-14T20:27:05Z,15.2,1394,,
Pacing Judy and Kevin,1.6007759702,2020-08-13T23:40:46Z,0,710,,
Another lap "chill but putting in effort" pace,1.4671190681,2020-08-13T23:25:02Z,0,658,,
Fast speed loop,1.6270599635,2020-08-13T23:13:59Z,0,602,,
Running to meetup with the CLUB,3.0688892318999996,2020-08-13T22:33:01Z,26.1,1350,,
Rainforest run,5.180370027,2020-08-12T23:08:02Z,39.6,2173,,
Jogging to a friend's place,0.6644320103,2020-08-12T01:23:09Z,2.4,311,,
🥵sweating water weight like a UFC fighter 🥵,5.8140441728,2020-08-11T00:50:54Z,9.8,2616,,
Long slow lots of water breaks,10.3391784803,2020-08-08T18:32:46Z,18.7,4750,,
2 laps 1 fast 1 easy,3.2281466192,2020-08-06T23:20:27Z,0,1329,,
Run to meetup will the running club,3.0960431446000003,2020-08-06T22:41:38Z,29.7,1425,,
Evening Run,5.402323748200001,2020-08-05T23:58:08Z,39.6,2475,,
That tree woulda knocked me out if I ran earlier,7.08984311,2020-08-05T00:14:37Z,14.7,3139,,
Hardest run in NYC,7.2476713440000005,2020-08-02T15:14:48Z,95,3193,,
Run back from track,1.6577556909000002,2020-08-01T00:36:28Z,0,782,,
Good effort mile (6:12),1.0993917103,2020-08-01T00:24:27Z,0,379,,
GPS got messed up,2.9748136625,2020-07-31T23:48:58Z,2.1,1225,,
Ran from Valerios house to dinner with friends,3.6866562801000002,2020-07-31T00:02:57Z,4.2,1752,,
Jogging to the homies place,0.611429064,2020-07-30T23:41:31Z,7,300,,
Omw to play pickup basketball,2.9743165657,2020-07-30T22:30:52Z,25.6,1400,,
Getting used to the swamp,7.3317428403,2020-07-29T23:01:20Z,68.1,3183,,
Easy miles for tired legs,5.110776475,2020-07-28T10:24:29Z,15,2238,,
Running home after dinner and drinks,3.0473276582,2020-07-26T23:48:48Z,20.2,1480,,
Oppressive Heat 🥵🥵,7.8736404894,2020-07-26T17:17:45Z,10.3,3385,,
Shopping jog,1.6711151674,2020-07-25T16:06:00Z,8.4,811,,
Warm down,1.1413963899000001,2020-07-24T23:57:45Z,2.5,552,,
Tempo run,6.6591708699,2020-07-24T23:05:34Z,65,2724,,
Lunch Run,3.7686151150000002,2020-07-23T16:08:57Z,22.6,1737,,
Evening Run,6.239807582,2020-07-22T22:07:47Z,48.8,2833,,
Evening Run,5.1063026038,2020-07-21T23:17:01Z,37,2263,,
Character building run,3.5826387747,2020-07-20T21:06:01Z,21.9,1630,,
Still hot and humid at this time of night,6.5095447331,2020-07-20T01:09:38Z,69.1,2752,,
It's humid again,5.4830398411,2020-07-18T00:56:15Z,12.1,2347,,
Longest run after a long run,5.1824826883999995,2020-07-16T22:46:55Z,41.3,2309,,
Long run. Great weather,10.1531400029,2020-07-15T23:26:50Z,125.1,4435,,
Easy miles nice weather,5.3430449548,2020-07-14T00:50:56Z,42,2326,,
Started pouring right when I went outside,4.7823819015,2020-07-13T01:33:24Z,34.4,2062,,
Sore from lifting,3.0455878193999997,2020-07-11T22:14:43Z,2.3,1365,,
Tropical storm run,6.4184517445000004,2020-07-10T23:33:02Z,10.8,2846,,
Redeemed myself,4.2664575602,2020-07-10T00:04:12Z,64.1,1844,,
Out of gas 😫,3.3222843257,2020-07-09T23:31:44Z,30.2,1381,,
Side cramps 😫,2.4734294026,2020-07-07T18:53:38Z,31.3,1049,,
Lunch Run,1.8844318317,2020-07-06T18:00:12Z,31,781,,
Sweating out the toxins,1.9609226018,2020-07-04T21:26:20Z,33.2,824,,
Sore,5.1068618377,2020-07-03T16:27:04Z,84.4,2310,,
Afternoon Run,5.851637118299999,2020-07-02T20:31:36Z,76.6,2525,,
Warm down,1.2918924460999999,2020-07-01T19:46:38Z,14.7,585,,
Mile 3: 6:11,0.9440489603,2020-07-01T19:35:36Z,8.1,312,,
Mile 2: 6:13,1.1052325977000002,2020-07-01T19:23:00Z,10.5,374,,
Mile 1: 6:19,1.0946692907,2020-07-01T19:12:37Z,10.5,379,,
Morning Run,5.1200349029,2020-06-30T14:13:00Z,46.1,2216,,
Night Run,9.9874824943,2020-06-29T01:10:28Z,8,4467,,
Tired 🥵,2.3325645969,2020-06-27T17:57:39Z,2.3,1009,,
Such a hard run,7.2713455791,2020-06-26T23:45:40Z,92.7,2976,,
Morning Run,4.8304138798,2020-06-25T11:31:43Z,13.3,2084,,
Rough,5.459738428600001,2020-06-23T22:10:36Z,51.1,2418,,
Night Run,3.6855999494,2020-06-23T01:38:38Z,24.6,1628,,
Warm down,2.1860453151,2020-06-21T23:39:42Z,10.3,1023,,
Stopped early,8.0476865065,2020-06-21T21:58:58Z,12.4,3291,,
🥵🥵♨️,3.4008256201000004,2020-06-20T18:05:25Z,2.2,1414,,
Afternoon Run,6.377751944,2020-06-19T21:08:54Z,65.8,2712,,
Morning Run,3.0140221726000003,2020-06-18T10:34:04Z,0,1261,,
Evening Run,3.2236727480000003,2020-06-17T23:18:01Z,22,1503,,
Evening Run,4.0464300891,2020-06-16T23:55:39Z,2.1,1669,,
Afternoon Run,2.182876323,2020-06-14T21:10:52Z,0,962,,
Afternoon Run,5.288488581,2020-06-13T21:31:52Z,50,2396,,
Finish strong,1.2304388542,2020-06-13T01:18:24Z,8.4,528,,
Gps lost signal lol,5.3188736229,2020-06-13T00:34:36Z,69.1,2270,,
Night Run,4.0237500476,2020-06-11T01:46:59Z,0,1728,,
Running in soup,4.3694808720000005,2020-06-10T00:50:30Z,0,2047,,
Easy Central Park run,6.3028146014,2020-06-08T23:14:45Z,67.4,2666,,
Ran home,3.4863884068,2020-06-06T22:33:24Z,64.4,1558,,
Heat humidity and hills,4.3026213524,2020-06-06T21:25:25Z,35.4,1819,,
Popo stopped my run,3.5054023593999997,2020-06-04T22:48:47Z,28.3,1582,,
Hauling it to make it home before curfew,4.0735840018000005,2020-06-02T23:06:43Z,0,1675,,
Sunday long run,13.9145472143,2020-05-31T20:33:00Z,9.1,5692,,
Hot and humid,3.7661917681,2020-05-29T21:15:17Z,4.5,1581,,
Evening Run,2.8870139402,2020-05-27T23:34:57Z,17.5,1312,,
Night Run,10.6455765204,2020-05-26T23:29:54Z,20.3,4756,,
Ran back,1.7892377945,2020-05-25T16:33:57Z,0,706,,
Some speed work,2.3529455657,2020-05-25T16:14:27Z,0,955,,
Pull-ups and breaking my new shoes,1.4287804774000001,2020-05-24T16:40:28Z,18.1,732,,
Evening Run,11.6125540706,2020-05-23T23:03:57Z,8.5,5522,,
🌧️🌧️,5.5974963793,2020-05-22T21:23:04Z,2.4,2519,,
Evening Run,4.4753624904,2020-05-21T22:50:45Z,2.2,1932,,
Felt great. Pushed the pace after the hill,7.3770407862,2020-05-20T22:49:13Z,95.5,3139,,
Breaking in the new shoes,5.2676105153999995,2020-05-19T11:23:17Z,9.5,2245,,
Not enough energy to run home,10.0491224975,2020-05-17T14:50:38Z,25.1,4580,,
Picking up some snacks,1.5473380641999999,2020-05-16T19:54:59Z,9.6,782,,
Hot 🥵 85f,8.077388040299999,2020-05-16T00:20:55Z,96,3908,,
Stopped at mcdonalds,3.0535413682,2020-05-14T23:24:29Z,23,1452,,
Jogging and a good effort mile at the track,5.2759990239,2020-05-13T23:03:50Z,5,2359,,
No hills no problems,4.3140545788,2020-05-12T23:58:29Z,5.9,1881,,
7/7 days of running,7.3091249359,2020-05-10T18:33:14Z,85.2,3310,,
6 miles and some pullups,5.7985720349,2020-05-09T17:59:34Z,2.2,2605,,
Socks and shoes are soaked,3.2894137998,2020-05-09T00:41:44Z,5.6,1632,,
Legs not fresh today,5.9501244218,2020-05-07T23:10:28Z,47.2,2723,,
Evening Run,4.0190897651,2020-05-06T23:37:41Z,25.2,1849,,
Evening Run,4.8948500525,2020-05-06T00:40:13Z,12.7,2307,,
Evening Run,3.1791204473000003,2020-05-04T23:39:57Z,23.3,1550,,
Warm weather is for walking and not running,4.0137459745,2020-05-03T20:38:32Z,7,1737,,
Trying to find a new trail,2.2632817304,2020-05-02T19:36:10Z,34.8,1138,,
Evening Run,8.5362083867,2020-05-02T00:06:58Z,94.3,4165,,
Started pouring rain in the middle of the run,1.1807291742000001,2020-04-30T11:58:33Z,10,596,,
Evening Run,5.5001896807,2020-04-29T22:49:17Z,12.4,2584,,
Pushing the pace cause it's cold,3.3380671491000005,2020-04-28T01:01:18Z,13,1431,,
Weather sucked today,2.5794352952,2020-04-26T20:02:07Z,14.2,1286,,
Got around Central Park on the 3rd or 4th try,8.2250257899,2020-04-25T17:49:53Z,88.1,3828,,
Morning Run,3.8862406453,2020-04-23T11:30:26Z,6.2,1823,,
Morning Run,3.0028374946000005,2020-04-21T11:15:31Z,11.3,1440,,
This was so much harder than I thought itd be,13.2435908085,2020-04-19T17:39:01Z,48,6536,,
Jog and pullups,1.9749655864000002,2020-04-18T20:40:51Z,17,967,,
Tried to run on preworkout  💀,4.3343734105000005,2020-04-18T01:31:30Z,11.5,1986,,
Morning run ☀️,5.0516840928999995,2020-04-15T11:31:57Z,13.8,2303,,
Weather's nice ☀️,3.4727182448000002,2020-04-14T11:32:35Z,22.6,1482,,
Jog and pullups,1.2751154291,2020-04-12T17:09:04Z,5.3,653,,
😩,10.1349338326,2020-04-11T17:27:14Z,43.8,4682,,
Scenic run,3.2792233154,2020-04-09T22:06:09Z,2.1,1526,,
Trying out new watch,4.3599117586,2020-04-08T11:20:40Z,20,2251,,
Morning Run,4.3294024425,2020-04-07T11:06:06Z,38.4,2004,,
Sunday run trying for negative splits,6.3993756548,2020-04-05T15:43:55Z,28.8,2950,,
Union square market,3.284567106,2020-04-04T20:01:53Z,22.9,1647,,
Central Park was lit,4.0000758125,2020-04-03T22:29:35Z,55.5,1906,,
No restrooms open. Had to end the run early,4.2608652211999996,2020-04-02T11:17:01Z,25.1,2036,,
Morning Run trying out Android watch,3.4049266687,2020-04-01T10:52:15Z,27.8,1666,,
Early morning run,4.3351811928,2020-03-31T10:36:28Z,35.4,1997,,
Ran to battery Park and back,8.0061789237,2020-03-29T17:41:26Z,43.4,3764,,
Socks got wet 🤢,1.6662684736,2020-03-28T15:52:02Z,13.7,803,,
Got lost,5.4338893950000005,2020-03-27T11:52:59Z,103.4,2633,,
Lexington > Central Park > Times square,4.259249656600001,2020-03-25T11:44:26Z,39.5,2121,,
🥶🥶,3.9759666177,2020-03-23T11:16:50Z,16.6,2016,,
Felt great good pace 👍,4.2030777182,2020-03-22T21:44:03Z,36.9,2034,,
Ran home,0.9989160196,2020-03-20T22:29:45Z,3.8,480,,
Too hyped up. Got tired,2.1166381744000002,2020-03-20T21:59:34Z,19.5,938,,
Colddd,3.036640077,2020-03-19T11:05:27Z,14.3,1507,,
Running through a ghost town,2.5896257796000004,2020-03-18T11:31:43Z,15.6,1352,,
🌴🌴,5.4027587078999995,2020-01-28T04:50:14Z,99.6,2666,,
Afternoon Run,4.6950171389,2020-01-11T19:51:07Z,90.8,2427,,
